"lang"
{
"Language" "ukrainian"
"Tokens"
{
// ---------------------------------------------------------------------------------------------
// GAMEUI_ENGLISH.txt

		"GameUI_MainMenuMovieScene"	"Тло головного меню"
		"coupon_phoenix_foil"					"Наліпка | Phoenix (лискуча)"	
		
		"StickerKit_comm02_bombsquad_foil"			"Вибухотехнічний підрозділ (лискуча)"
		"StickerKit_desc_comm02_bombsquad_foil"		"<font color='#F2A93E'>Bomb Squad (Foil)</font>"
		"coupon_bombsquad_foil"					"Наліпка | Bomb Squad (лискуча)"	
		
		//Pinups Sticker Capsule
		
		"StickerKit_pinups_ivette"				"Іветта"
		"StickerKit_desc_pinups_ivette"			" "
	
		"StickerKit_pinups_kimberly"			"Кiмберлi"
		"StickerKit_desc_pinups_kimberly"		" "
		
		"StickerKit_pinups_martha"				"Марта"
		"StickerKit_desc_pinups_martha"			" "

		"StickerKit_pinups_merietta"			"Марiетта"
		"StickerKit_desc_pinups_merietta"		" "

		"StickerKit_pinups_scherry"				"Шеррi"
		"StickerKit_desc_pinups_scherry"		" "

		"StickerKit_pinups_tamara"				"Тамара"
		"StickerKit_desc__pinups_tamara"		" "
		
		"StickerKit_pinups_ivette_holo"			"Іветта (гологр.)"
		"StickerKit_desc_pinups_ivette_holo"	" "

		"StickerKit_pinups_kimberly_holo"		"Кiмберлi (гологр.)"
		"StickerKit_desc_pinups_kimberly_holo"	" "

		"StickerKit_pinups_martha_holo"			"Марта (гологр.)"
		"StickerKit_desc_pinups_martha_holo"	" "
		
		"StickerKit_pinups_merietta_holo"		"Марiетта (гологр.)"
		"StickerKit_desc_pinups_merietta_holo"	" "
		
		"StickerKit_pinups_scherry_holo"		"Шеррi (гологр.)"
		"StickerKit_desc_pinups_scherry_holo"	" "

		"StickerKit_pinups_tamara_holo"			"Тамара (гологр.)"
		"StickerKit_desc_pinups_tamara_holo"	" "
		
		//Slid3 Sticker Capsule
		
		"StickerKit_slid3_boom"			"Бах"
		"StickerKit_desc_slid3_boom"			" "

		"StickerKit_slid3_boom_holo"			"Бах (гологр.)"
		"StickerKit_desc_slid3_boom_holo"			" "

		"StickerKit_slid3_boom_foil"			"Boom (лискуча)"
		"StickerKit_desc_slid3_boom_foil"			" "

		"StickerKit_slid3_countdown"			"Зворотній відлік"
		"StickerKit_desc_slid3_countdown"			" "

		"StickerKit_slid3_countdown_holo"			"Зворотній відлік (гологр.)"
		"StickerKit_desc_slid3_countdown_holo"			" "

		"StickerKit_slid3_countdown_foil"			"Зворотній відлік (лискуча)"
		"StickerKit_desc_slid3_countdown_foil"			" "

		"StickerKit_slid3_dontworryigotcha"			"Не хвилюйся"
		"StickerKit_desc_slid3_dontworryigotcha"			" "

		"StickerKit_slid3_dontworryigotcha_holo"			"Don't Worry (гологр.)"
		"StickerKit_desc_slid3_dontworryigotcha_holo"			" "

		"StickerKit_slid3_dontworryigotcha_foil"			"Don't Worry (лискуча)"
		"StickerKit_desc_slid3_dontworryigotcha_foil"			" "

		"StickerKit_slid3_hardclucklife"			"Hard Cluck Life"
		"StickerKit_desc_slid3_hardclucklife"			" "

		"StickerKit_slid3_hardclucklife_holo"			"Hard Cluck Life (гологр.)"
		"StickerKit_desc_slid3_hardclucklife_holo"			" "

		"StickerKit_slid3_hardclucklife_foil"			"Hard Cluck Life (лискуча)"
		"StickerKit_desc_slid3_hardclucklife_foil"			" "

		"StickerKit_slid3_moveit"			"Move It"
		"StickerKit_desc_slid3_moveit"			" "

		"StickerKit_slid3_moveit_holo"			"Move It (гологр.)"
		"StickerKit_desc_slid3_moveit_holo"			" "

		"StickerKit_slid3_moveit_foil"			"Move It (лискуча)"
		"StickerKit_desc_slid3_moveit_foil"			" "
		
		//Team Roles Sticker Capsule

		"StickerKit_team_roles_awper"			"The Awper"
		"StickerKit_desc_team_roles_awper"			" "

		"StickerKit_team_roles_baiter"			"The Baiter"
		"StickerKit_desc_team_roles_baiter"			" "

		"StickerKit_team_roles_bomber"			"The Bomber"
		"StickerKit_desc_team_roles_bomber"			" "

		"StickerKit_team_roles_bot"			"The Bot"
		"StickerKit_desc_team_roles_bot"			" "

		"StickerKit_team_roles_fragger"			"The Fragger"
		"StickerKit_desc_team_roles_fragger"			" "

		"StickerKit_team_roles_leader"			"The Leader"
		"StickerKit_desc_team_roles_leader"			" "
		
		"StickerKit_team_roles_lurker"			"The Lurker"
		"StickerKit_desc_team_roles_lurker"			" "		

		"StickerKit_team_roles_nader"			"The 'Nader"
		"StickerKit_desc_team_roles_nader"			" "	

		"StickerKit_team_roles_ninja"			"The Ninja"
		"StickerKit_desc_team_roles_ninja"			" "	
		
		"StickerKit_team_roles_support"			"Підтримка"
		"StickerKit_desc_team_roles_support"			" "	

		"StickerKit_team_roles_awper_foil"			"The Awper (лискуча)"
		"StickerKit_desc_team_roles_awper_foil"			" "	

		"StickerKit_team_roles_bomber_foil"			"The Bomber (лискуча)"
		"StickerKit_desc_team_roles_bomber_foil"			" "	

		"StickerKit_team_roles_fragger_foil"			"The Fragger (лискуча)"
		"StickerKit_desc_team_roles_fragger_foil"			" "	

		"StickerKit_team_roles_leader_foil"			"The Leader (лискуча)"
		"StickerKit_desc_team_roles_leader_foil"			" "	

		"StickerKit_team_roles_nader_foil"			"The Nader (лискуча)"
		"StickerKit_desc_team_roles_nader_foil"			" "	

		"StickerKit_team_roles_ninja_foil"			"Ninja (лискуча)"
		"StickerKit_desc_team_roles_ninja_foil"			" "	

		"StickerKit_team_roles_pro_foil"			"The Pro (лискуча)"
		"StickerKit_desc_team_roles_pro_foil"			" "	

		"StickerKit_team_roles_supportfoil"			"Support (лискуча)"
		"StickerKit_desc_team_roles_support_foil"			" "	
		
		"StickerKit_allstars_a_holo"				"Помаранчеві зірки (гологр.)"
		"StickerKit_allstars_b_holo"				"Сині зірки (гологр.)"
		"StickerKit_desc_allstars_a_holo"			" "
		"StickerKit_desc_allstars_b_holo"			" "
		
		"StickerKit_de_ancient_gold"				"Ancient (золота)"
		"StickerKit_de_dust2_gold"					"Dust II (золота)"
		"StickerKit_de_inferno_gold"				"Inferno (золота)"
		"StickerKit_de_mirage_gold"					"Mirage (золота)"
		"StickerKit_de_nuke_gold"					"Nuke (золота)"
		"StickerKit_de_overpass_gold"				"Overpass (золота)"
		"StickerKit_de_vertigo_gold"				"Vertigo (золота)"
		//Bestiary Sticker Capsule
		
		"StickerKit_bestiary_basilisk"										"Василіск"
		"StickerKit_desc_bestiary_basilisk"									"<font color='#F2A93E'>Basilisk</font>."
		
		"StickerKit_bestiary_dragon"										"Дракон"
		"StickerKit_desc_bestiary_dragon"									"<font color='#F2A93E'>Dragon</font>."
		
		"StickerKit_bestiary_hippocamp"										"Гіпокамп"
		"StickerKit_desc_bestiary_hippocamp"								"<font color='#F2A93E'>Hippocamp</font>."
		
		"StickerKit_bestiary_manticore"										"Мантикора"
		"StickerKit_desc_bestiary_manticore"								"<font color='#F2A93E'>Manticore</font>."
		
		"StickerKit_bestiary_pegasus"										"Пегас"
		"StickerKit_desc_bestiary_pegasus"									"<font color='#F2A93E'>Pegasus</font>."
		
		"StickerKit_bestiary_phoenix"										"Відроджений фенікс"
		"StickerKit_desc_bestiary_phoenix"									"<font color='#F2A93E'>Phoenix Reborn</font>."
		
		"StickerKit_bestiary_sphinx"										"Сфінкс"
		"StickerKit_desc_bestiary_sphinx"									"<font color='#F2A93E'>Sphinx</font>."
		
		"StickerKit_bestiary_manticore_holo"								"Мантикора (гологр.)"
		"StickerKit_desc_bestiary_manticore_holo"							"<font color='#F2A93E'>Manticore (Holo)</font>."
		
		"StickerKit_bestiary_hippocamp_holo"								"Гіпокамп (гологр.)"
		"StickerKit_desc_bestiary_hippocamp_holo"							"<font color='#F2A93E'>Hippocamp (Holo)</font>."
		
		"StickerKit_bestiary_pegasus_holo"									"Пегас (гологр.)"
		"StickerKit_desc_bestiary_pegasus_holo"								"<font color='#F2A93E'>Pegasus (Holo)</font>."
		
		"StickerKit_bestiary_sphinx_holo"									"Сфінкс (гологр.)"
		"StickerKit_desc_bestiary_sphinx_holo"								"<font color='#F2A93E'>Sphinx (Holo)</font>."
		
		"StickerKit_bestiary_basilisk_foil"									"Василіск (лискуча)"
		"StickerKit_desc_bestiary_basilisk_foil"							"<font color='#F2A93E'>Basilisk (Foil)</font>."
		
		"StickerKit_bestiary_dragon_foil"									"Дракон (лискуча)"
		"StickerKit_desc_bestiary_dragon_foil"								"<font color='#F2A93E'>Dragon (Foil)</font>."
